vehicles,vehicleOperable,numVehicles,pickup.city,pickup.state,delivery.city,delivery.state,truckMiles,price,price_per_mile,rv,van,travel trailer,car,atv,suv,pickup,other,motorcycle,heavy equipment,boat
(Car),True,1,orange beach,AL,voorhees,NJ,1162,450,0.387263339070568,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,orange beach,AL,voorhees,NJ,1162,425,0.3657487091222031,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,centre,AL,santa fe,NM,1340,650,0.48507462686567165,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,tuscaloosa,AL,las vegas,NV,1802,1400,0.7769145394006659,0,0,0,1,0,0,0,0,0,0,0
(SUV),False,1,eight mile,AL,bronx,NY,1228,400,0.3257328990228013,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,jacksonville,AL,perrysburg,OH,666,500,0.7507507507507507,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,birmingham,AL,portland,OR,2561,875,0.3416634127294026,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,birmingham,AL,philadelphia,PA,891,350,0.39281705948372614,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,birmingham,AL,scranton,PA,914,400,0.437636761487965,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,gadsden,AL,watsontown,PA,812,400,0.49261083743842365,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,birmingham,AL,florence,SC,437,250,0.5720823798627003,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,vestavia,AL,spartanburg,SC,323,175,0.541795665634675,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,dothan,AL,franklin,TN,376,190,0.5053191489361702,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,mobile,AL,knoxville,TN,509,375,0.7367387033398821,0,0,0,1,0,0,0,0,0,0,0
(3 Pickup),True,3,montgomery,AL,murfreesboro,TN,306,400,1.3071895424836601,0,0,0,0,0,0,3,0,0,0,0
(Car),True,1,moody,AL,knoxville,TN,255,210,0.8235294117647058,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,birmingham,AL,plainview,TX,1043,425,0.4074784276126558,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,daphne,AL,round rock,TX,644,550,0.8540372670807453,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,fort payne,AL,pearland,TX,779,350,0.4492939666238768,0,0,0,0,0,0,1,0,0,0,0
(SUV),True,1,huntsville,AL,houston,TX,785,350,0.445859872611465,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,huntsville,AL,odessa,TX,1023,700,0.6842619745845552,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,mobile,AL,dallas,TX,583,325,0.5574614065180102,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,phenix city,AL,houston,TX,738,350,0.4742547425474255,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,mobile,AL,salt lake city,UT,1914,741,0.3871473354231975,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,mobile,AL,salt lake city,UT,1987,1000.44,0.5034927025666834,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,mobile,AL,salt lake city,UT,1987,1000,0.5032712632108707,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,mobile,AL,salt lake city,UT,1987,700,0.3522898842476095,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,huntsville,AL,waterford,VA,679,350,0.5154639175257731,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,toney,AL,waterford,VA,683,350,0.5124450951683748,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,birmingham,AL,middlesex,VT,1258,750,0.5961844197138315,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,athens,AL,kent,WA,2562,900,0.351288056206089,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,birmingham,AL,gig harbor,WA,2674,1000,0.3739715781600598,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,dothan,AL,tacoma,WA,2805,1000,0.35650623885918004,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,fairhope,AL,west wenatchee,WA,2600,1300,0.5,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,millbrook,AL,vancouver,WA,2676,1100,0.4110612855007474,0,0,0,1,0,0,0,0,0,0,0
(SUV),False,1,phenix city,AL,mc chord afb,WA,2755,950,0.3448275862068966,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,mobile,AL,waukesha,WI,1031,550,0.533462657613967,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,Moody,AL,Lancaster,WI,873,400,0.4581901489117984,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,muscle shoals,AL,west bend,WI,735,500,0.6802721088435374,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,conway,AR,montgomery,AL,496,425,0.8568548387096774,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,bentonville,AR,jonesboro,AR,321,200,0.6230529595015576,0,0,0,0,0,0,1,0,0,0,0
(Pickup),True,1,little rock,AR,ozark,AR,125,100,0.8,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,springdale,AR,jonesboro,AR,246,300,1.2195121951219512,0,0,0,1,0,0,0,0,0,0,0
(Car),False,1,conway,AR,tucson,AZ,1289,575,0.44608223429014743,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,conway,AR,tucson,AZ,1289,500,0.3878975950349108,0,0,0,1,0,0,0,0,0,0,0
(Car),False,1,conway,AR,tuscon,AZ,1294,600,0.46367851622874806,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,little rock,AR,oro valley,AZ,1287,680,0.5283605283605284,0,0,0,0,0,1,0,0,0,0,0
(Pickup),True,1,little rock air force base,AR,phoenix,AZ,1359,650,0.4782928623988227,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,magnolia,AR,gilbert,AZ,1296,520,0.4012345679012346,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,marion,AR,tuscon,AZ,1396,800,0.5730659025787965,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,bella vista,AR,cambria,CA,1716,1000,0.5827505827505828,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,benton,AR,camp pendleton,CA,1707,600,0.351493848857645,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,bentonville,AR,sunnyvale,CA,1814,700,0.38588754134509373,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,bentonville,AR,sunnyvale,CA,1814,800,0.4410143329658214,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,jonesboro,AR,stanton,CA,1764,950,0.5385487528344671,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,jonesboro,AR,tracy,CA,2005,1500,0.7481296758104738,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,little rock,AR,sun valley,CA,1671,600,0.3590664272890485,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,little rock,AR,indio,CA,1571,650,0.4137492043284532,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,magnolia,AR,los angeles,CA,1685,650,0.3857566765578635,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,searcy,AR,orange,CA,1678,600,0.3575685339690107,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,springdale,AR,palmdale,CA,1506,800,0.5312084993359893,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,warren,AR,spring valley,CA,1662,650,0.3910950661853189,0,0,0,1,0,0,0,0,0,0,0
(2 Car),True,2,little rock,AR,denver,CO,961,1000,1.0405827263267429,0,0,0,2,0,0,0,0,0,0,0
(2 Car),True,2,north little rock,AR,thornton,CO,974,1300,1.3347022587268993,0,0,0,2,0,0,0,0,0,0,0
(SUV),True,1,fort smith,AR,hartford,CT,1512,550,0.3637566137566138,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,benton,AR,fort lauderdale,FL,1151,450,0.39096437880104257,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,bryant,AR,tampa,FL,996,500,0.5020080321285141,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,conway,AR,jacksonville,FL,846,500,0.5910165484633569,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,conway,AR,jacksonville,FL,826,350,0.423728813559322,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,conway,AR,jacksonville,FL,826,350,0.423728813559322,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,conway,AR,jacksonville,FL,848,400,0.4716981132075472,0,0,0,0,0,1,0,0,0,0,0
(Pickup),True,1,leslie,AR,saint petersburg,FL,1085,550,0.5069124423963134,0,0,0,0,0,0,1,0,0,0,0
(SUV),True,1,monticello,AR,brooksville,FL,802,550,0.685785536159601,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,north little rock,AR,ocoee,FL,882,300,0.3401360544217687,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,Paragould,AR,Belle Glade,FL,1055,500,0.47393364928909953,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,searcy,AR,pensacola,FL,541,500,0.9242144177449169,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,texarkana,AR,orlando,FL,991,400,0.4036326942482341,0,0,0,1,0,0,0,0,0,0,0
"(Car, Pickup)",True,2,conway,AR,gainesville,GA,601,650,1.08153078202995,0,0,0,1,0,0,1,0,0,0,0
(Van),True,1,little rock,AR,marietta,GA,539,400,0.7421150278293135,0,1,0,0,0,0,0,0,0,0,0
(Car),True,1,little rock,AR,summerville,GA,454,280,0.6167400881057269,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,white hall,AR,pooler,GA,793,375,0.4728877679697352,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,lonoke,AR,red oak,IA,608,500,0.8223684210526315,0,0,0,0,0,0,1,0,0,0,0
(Motorcycle),True,1,cherokee vlg,AR,round lake,IL,571,400,0.7005253940455342,0,0,0,0,0,0,0,0,1,0,0
(Car),True,1,greenwood,AR,addison,IL,723,375,0.5186721991701245,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,malvern,AR,moline,IL,655,300,0.4580152671755725,0,0,0,1,0,0,0,0,0,0,0
(Motorcycle),True,1,prairie grove,AR,bensenville,IL,671,200,0.29806259314456035,0,0,0,0,0,0,0,0,1,0,0
(Car),True,1,rogers,AR,peoria,IL,491,460,0.9368635437881874,0,0,0,1,0,0,0,0,0,0,0
(Pickup),False,1,north little rock,AR,greensburg,IN,608,350,0.5756578947368421,0,0,0,0,0,0,1,0,0,0,0
(Pickup),True,1,paris,AR,plymouth,IN,740,450,0.6081081081081081,0,0,0,0,0,0,1,0,0,0,0
(Pickup),True,1,little rock,AR,manhattan,KS,542,300,0.5535055350553506,0,0,0,0,0,0,1,0,0,0,0
(SUV),True,1,clarksville,AR,houma,LA,550,450,0.8181818181818182,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,fayetteville,AR,baltimore,MD,1226,300,0.24469820554649266,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,North Little Rock,AR,Laurel,MD,1027,350,0.34079844206426485,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,bentonville,AR,farmington,MI,897,550,0.6131549609810479,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,conway,AR,troy,MI,911,450,0.49396267837541163,0,0,0,1,0,0,0,0,0,0,0
(SUV),False,1,conway,AR,detroit,MI,923,400,0.4333694474539545,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,danville,AR,saint paul,MN,824,450,0.5461165048543689,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,Rogers,AR,Brooklyn Center,MN,663,425,0.6410256410256411,0,0,0,0,0,1,0,0,0,0,0
(Heavy Equipment),False,1,berryville,AR,springfield,MO,77,250,3.2467532467532467,0,0,0,0,0,0,0,0,0,1,0
(SUV),True,1,conway,AR,independence,MO,401,250,0.6234413965087282,0,0,0,0,0,1,0,0,0,0,0
(Pickup),False,1,conway,AR,malden,MO,215,175,0.813953488372093,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,fort smith,AR,hazelwood,MO,426,275,0.6455399061032864,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,north little rock,AR,farmington,MO,283,200,0.7067137809187279,0,0,0,0,0,0,1,0,0,0,0
(5 Motorcycle),True,5,pine bluff,AR,kansas city,MO,467,750,1.6059957173447537,0,0,0,0,0,0,0,0,5,0,0
(ATV),True,1,Prairie Grove,AR,Springfield,MO,159,80,0.5031446540880503,0,0,0,0,1,0,0,0,0,0,0
(Car),True,1,little rock,AR,gulfport,MS,421,350,0.831353919239905,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,north little rock,AR,meridian,MS,381,275,0.7217847769028871,0,0,0,0,0,0,1,0,0,0,0
(SUV),True,1,hot springs,AR,missoula,MT,1831,600,0.3276897870016384,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,little rock,AR,charlotte,NC,756,475,0.6283068783068783,0,0,0,1,0,0,0,0,0,0,0
(ATV),False,1,conway,AR,newark,NJ,1251,450,0.3597122302158273,0,0,0,0,1,0,0,0,0,0,0
(Car),True,1,conway,AR,linden,NJ,1268,550,0.43375394321766564,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,bismarck,AR,albuquerque,NM,864,450,0.5208333333333334,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,pea ridge,AR,las vegas,NV,1350,625,0.46296296296296297,0,0,0,1,0,0,0,0,0,0,0
(Car),False,1,springdale,AR,las vegas,NV,1323,750,0.5668934240362812,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,jonesboro,AR,lindenhurst,NY,1183,800,0.6762468300929839,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,north little rock,AR,saint james,NY,1290,400,0.31007751937984496,0,0,0,1,0,0,0,0,0,0,0
(3 Pickup),True,3,little rock,AR,tulsa,OK,280,600,2.142857142857143,0,0,0,0,0,0,3,0,0,0,0
(Car),True,1,conway,AR,clarks summit,PA,1213,625,0.5152514427040396,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,texarkana,AR,perkiomenville,PA,1299,750,0.5773672055427251,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,little rock,AR,orangeburg,SC,761,375,0.492772667542707,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,conway,AR,nashville,TN,378,220,0.582010582010582,0,0,0,0,0,1,0,0,0,0,0
(Car),False,1,harrisburg,AR,mount juliet,TN,288,250,0.8680555555555556,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,little rock,AR,memphis,TN,147,110,0.7482993197278912,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,little rock,AR,memphis,TN,137,150,1.094890510948905,0,0,0,1,0,0,0,0,0,0,0
(Motorcycle),True,1,mountain home,AR,unicoi,TN,676,250,0.3698224852071006,0,0,0,0,0,0,0,0,1,0,0
(Motorcycle),True,1,mountain home,AR,unicoi,TN,676,300,0.4437869822485207,0,0,0,0,0,0,0,0,1,0,0
(SUV),True,1,north little rock,AR,madison,TN,352,175,0.4971590909090909,0,0,0,0,0,1,0,0,0,0,0
(Pickup),True,1,banks,AR,borger,TX,669,275,0.4110612855007474,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,conway,AR,houston,TX,476,200,0.42016806722689076,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,conway,AR,houston,TX,476,200,0.42016806722689076,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,jones mill,AR,dallas,TX,296,175,0.5912162162162162,0,0,0,1,0,0,0,0,0,0,0
(Car),False,1,little rock,AR,el paso,TX,975,400,0.41025641025641024,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,little rock,AR,houston,TX,441,300,0.6802721088435374,0,0,0,1,0,0,0,0,0,0,0
(Motorcycle),True,1,north little rock,AR,carrollton,TX,342,100,0.29239766081871343,0,0,0,0,0,0,0,0,1,0,0
(SUV),True,1,prairie grove,AR,galveston,TX,623,450,0.7223113964686998,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,scott,AR,garland,TX,328,200,0.6097560975609756,0,0,0,0,0,1,0,0,0,0,0
(Car),False,1,scott,AR,houston,TX,445,250,0.5617977528089888,0,0,0,1,0,0,0,0,0,0,0
(2 Pickup),True,2,searcy,AR,galveston,TX,541,800,1.478743068391867,0,0,0,0,0,0,2,0,0,0,0
(Car),True,1,fayetteville,AR,alpine,UT,1365,750,0.5494505494505495,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,benton,AR,newport news,VA,1060,450,0.42452830188679247,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,bentonville,AR,newcastle,WA,2110,900,0.4265402843601896,0,0,0,1,0,0,0,0,0,0,0
(Motorcycle),True,1,little rock,AR,bothell,WA,2293,625,0.2725686873092019,0,0,0,0,0,0,0,0,1,0,0
(Car),True,1,n little rock,AR,lakewood,WA,2285,800,0.350109409190372,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,phoenix,AZ,huntsville,AL,1647,545,0.33090467516697025,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,phoenix,AZ,munford,AL,1774,400,0.2254791431792559,0,0,0,1,0,0,0,0,0,0,0
(Car),False,1,tonopah,AZ,rainsville,AL,1794,775,0.4319955406911929,0,0,0,1,0,0,0,0,0,0,0
"(Car, SUV)",True,2,tucson,AZ,huntsville,AL,1610,2000,1.2422360248447204,0,0,0,1,0,1,0,0,0,0,0
(Car),True,1,mesa,AZ,fayetteville,AR,1165,500,0.4291845493562232,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,tucson,AZ,sherwood,AR,1280,600,0.46875,0,0,0,1,0,0,0,0,0,0,0
(Van),True,1,douglas,AZ,phoenix,AZ,242,150,0.6198347107438017,0,1,0,0,0,0,0,0,0,0,0
(Car),True,1,gilbert,AZ,scottsdale,AZ,35,40,1.1428571428571428,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,maricopa,AZ,chandler,AZ,16,30,1.875,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,mesa,AZ,peoria,AZ,51,40,0.7843137254901961,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,sierra vista,AZ,tolleson,AZ,200,120,0.6,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,tucson,AZ,avondale,AZ,133,70,0.5263157894736842,0,0,0,1,0,0,0,0,0,0,0
(Pickup),False,1,tucson,AZ,queen creek,AZ,92,100,1.0869565217391304,0,0,0,0,0,0,1,0,0,0,0
(Pickup),False,1,tucson,AZ,camp verde,AZ,207,175,0.8454106280193237,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,ajo,AZ,buena park,CA,413,300,0.7263922518159807,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,chandler,AZ,long beach,CA,405,175,0.43209876543209874,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,chandler,AZ,buellton,CA,537,250,0.4655493482309125,0,0,0,0,0,1,0,0,0,0,0
"(Pickup, SUV)",True,2,flagstaff,AZ,anaheim,CA,483,400,0.8281573498964804,0,0,0,0,0,1,1,0,0,0,0
(Car),True,1,fort mohave,AZ,oceanside,CA,308,100,0.3246753246753247,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,gilbert,AZ,long beach,CA,406,175,0.43103448275862066,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,Green Valley,AZ,Ontario,CA,476,150,0.31512605042016806,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,lake havasu city,AZ,bakersfield,CA,320,300,0.9375,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,lake havasu city,AZ,anaheim,CA,293,200,0.6825938566552902,0,0,0,1,0,0,0,0,0,0,0
(Pickup),False,1,lake havasu city,AZ,fontana,CA,251,225,0.896414342629482,0,0,0,0,0,0,1,0,0,0,0
(SUV),True,1,mesa,AZ,long beach,CA,398,225,0.5653266331658291,0,0,0,0,0,1,0,0,0,0,0
(Pickup),True,1,mesa,AZ,long beach,CA,395,250,0.6329113924050633,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,mesa,AZ,mountain view,CA,743,350,0.47106325706594887,0,0,0,1,0,0,0,0,0,0,0
(Boat),True,1,page,AZ,ventura,CA,622,4200,6.752411575562701,0,0,0,0,0,0,0,0,0,0,1
(Car),True,1,peoria,AZ,long beach,CA,375,125,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0
(Car),False,1,phoenix,AZ,los angeles,CA,376,200,0.5319148936170213,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,phoenix,AZ,rosemead,CA,376,250,0.6648936170212766,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,phoenix,AZ,buena park,CA,371,125,0.33692722371967654,0,0,0,1,0,0,0,0,0,0,0
(3 Car),True,3,phoenix,AZ,gardena,CA,388,270,0.6958762886597938,0,0,0,3,0,0,0,0,0,0,0
(Car),True,1,phoenix,AZ,long beach,CA,386,175,0.4533678756476684,0,0,0,1,0,0,0,0,0,0,0
(Pickup),True,1,phoenix,AZ,burbank,CA,377,300,0.7957559681697612,0,0,0,0,0,0,1,0,0,0,0
(Pickup),True,1,phoenix,AZ,placentia,CA,367,175,0.4768392370572207,0,0,0,0,0,0,1,0,0,0,0
(Motorcycle),False,1,phoenix,AZ,paramount,CA,395,100,0.25316455696202533,0,0,0,0,0,0,0,0,1,0,0
(8 Car),True,8,phoenix,AZ,gardena,CA,388,720,1.8556701030927836,0,0,0,8,0,0,0,0,0,0,0
(8 Car),True,8,phoenix,AZ,gardena,CA,388,720,1.8556701030927836,0,0,0,8,0,0,0,0,0,0,0
(Pickup),True,1,phoenix,AZ,orangevale,CA,770,350,0.45454545454545453,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,phoenix,AZ,livermore,CA,744,700,0.9408602150537635,0,0,0,1,0,0,0,0,0,0,0
(Van),True,1,rio verde,AZ,aptos,CA,754,800,1.0610079575596818,0,1,0,0,0,0,0,0,0,0,0
(Car),True,1,scottsdale,AZ,los angeles,CA,392,500,1.2755102040816326,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,scottsdale,AZ,pittsburg,CA,761,275,0.36136662286465177,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,scottsdale,AZ,saratoga,CA,742,350,0.4716981132075472,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,tempe,AZ,santa fe springs,CA,374,175,0.4679144385026738,0,0,0,0,0,1,0,0,0,0,0
(Pickup),True,1,Tolleson,AZ,Fullerton,CA,347,150,0.4322766570605187,0,0,0,0,0,0,1,0,0,0,0
(SUV),True,1,tolleson,AZ,modesto,CA,687,285,0.4148471615720524,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,tolleson,AZ,mountain view,CA,713,250,0.3506311360448808,0,0,0,0,0,1,0,0,0,0,0
(SUV),False,1,tolleson,AZ,santa barbara,CA,459,250,0.5446623093681917,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,tucson,AZ,corning,CA,979,750,0.7660878447395302,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,tucson,AZ,long beach,CA,517,250,0.4835589941972921,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,tucson,AZ,palmdale,CA,501,400,0.7984031936127745,0,0,0,1,0,0,0,0,0,0,0
(Pickup),False,1,tucson,AZ,duarte,CA,477,250,0.5241090146750524,0,0,0,0,0,0,1,0,0,0,0
(Car),True,1,tucson,AZ,oceanside,CA,440,200,0.45454545454545453,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,chandler,AZ,colorado springs,CO,822,475,0.5778588807785888,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,scottsdale,AZ,golden,CO,819,400,0.4884004884004884,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,Scottsdale,AZ,Grand Junction,CO,592,350,0.5912162162162162,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,tucson,AZ,louisville,CO,917,450,0.49073064340239914,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,Vail,AZ,Denver,CO,883,400,0.45300113250283125,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,buckeye,AZ,east granby,CT,2652,650.22,0.24518099547511313,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,scottsdale,AZ,east end,CT,2510,600,0.23904382470119523,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,buckeye,AZ,windermere,FL,2169,450,0.2074688796680498,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,buckeye,AZ,tampa,FL,2186,550,0.2516010978956999,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,chandler,AZ,saint augustine,FL,2066,600,0.2904162633107454,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,gilbert,AZ,doral,FL,2368,600,0.2533783783783784,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,gilbert,AZ,pensacola,FL,1683,650,0.38621509209744503,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,glendale,AZ,florida state,FL,1909,1800,0.9429020429544264,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,goodyear,AZ,orlando,FL,2161,550,0.25451180009254976,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,goodyear,AZ,orlando,FL,2161,600,0.2776492364645997,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,holbrook,AZ,jacksonville,FL,1889,700,0.370566437268396,0,0,0,0,0,1,0,0,0,0,0
(SUV),True,1,mesa,AZ,fort lauderdale,FL,2342,600,0.2561912894961571,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,mesa,AZ,miami,FL,2360,575,0.24364406779661016,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,oro valley,AZ,port orange,FL,2054,550,0.26777020447906524,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,payson,AZ,oviedo,FL,2120,600,0.2830188679245283,0,0,0,0,0,1,0,0,0,0,0
(SUV),False,1,phoenix,AZ,lakeland,FL,2146,650,0.30288909599254427,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,phoenix,AZ,orlando,FL,2137,600.00,0.28076743097800655,0,0,0,1,0,0,0,0,0,0,0
(SUV),True,1,phoenix,AZ,clermont,FL,2158,600,0.27803521779425394,0,0,0,0,0,1,0,0,0,0,0
(Car),True,1,prescott,AZ,miami,FL,2478,500,0.20177562550443906,0,0,0,1,0,0,0,0,0,0,0
(Heavy Equipment),True,1,san tan valley,AZ,apopka,FL,2114,2300,1.0879848628192998,0,0,0,0,0,0,0,0,0,1,0
(Car),True,1,scottsdale,AZ,ormond beach,FL,2130,600,0.28169014084507044,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,scottsdale,AZ,pensacola,FL,1716,600,0.34965034965034963,0,0,0,1,0,0,0,0,0,0,0
(Car),True,1,scottsdale,AZ,plant city,FL,2179,550,0.2524093620927031,0,0,0,1,0,0,0,0,0,0,0
(2 SUV),True,2,surprise,AZ,north port,FL,2268,1050,0.46296296296296297,0,0,0,0,0,2,0,0,0,0,0
(Motorcycle),True,1,surprise,AZ,north port,FL,2268,800,0.3527336860670194,0,0,0,0,0,0,0,0,1,0,0
(2 Car),True,2,surprise,AZ,clearwater,FL,2210,1000,0.45248868778280543,0,0,0,2,0,0,0,0,0,0,0
(SUV),True,1,tempe,AZ,hallandale,FL,2346,650,0.2770673486786019,0,0,0,0,0,1,0,0,0,0,0
(Van),True,1,tempe,AZ,bradenton,FL,2195,600,0.2733485193621868,0,1,0,0,0,0,0,0,0,0,0
(Pickup),True,1,tucson,AZ,miami,FL,2259,850,0.37627268702965916,0,0,0,0,0,0,1,0,0,0,0
