listingId,formattedCompany,comparable,delivery.state,delivery.latitude,delivery.longitude,numVehicles,vehiclesCount,vehicleOperable,vehicles,wideLoad,pickup.state,pickup.latitude,pickup.longitude,preferred_shipper,price,rating_count,rating_license,rating_score
41470458,Q Auto Transport LLC,1,FL,28.652192,-81.209657,1,1,1,(SUV),0,AZ,34.044276,-111.230920,0,600,1465,1,100.0%
41491233,365 Car Transport,1,FL,28.127336,-82.015046,1,1,0,(SUV),0,AZ,33.432017,-112.012424,0,650,518,1,100.0%
41483067,All States Auto Transport Inc.,0,FL,25.773900,-80.193700,1,1,0,(Car),0,AZ,33.448446,-111.973861,0,600,727,1,100.0%
41470600,Dealer To Dealer Auto Trans,0,FL,26.141800,-81.795000,1,1,1,(Pickup),0,AZ,33.678258,-112.099816,0,900,1446,1,99.9%
40764817,BWT Group LLC,1,FL,28.522810,-81.483258,1,1,1,(Car),0,AZ,33.332898,-112.068640,0,600.00,1034,1,98.3%
41330898,Acme Auto Shipping,1,FL,28.529943,-81.739693,1,1,1,(SUV),0,AZ,33.909541,-112.132996,0,600,1426,1,100.0%
41491499,Direct Express Auto Transport,1,FL,27.975708,-82.746457,1,1,1,(Car),0,AZ,33.428058,-112.186166,0,550,650,1,98.6%
41406010,Fidelity Auto Shipping,1,FL,25.698850,-80.448256,1,1,1,(Car),0,AZ,34.619313,-112.419363,0,500,1296,1,99.9%
40948539,DAK Shipping & Transport LLC,1,FL,28.662967,-81.517350,1,1,1,(Heavy Equipment),0,AZ,33.128750,-111.605343,0,2300,269,1,99.3%
41475785,Auto Transport 123,1,FL,29.346048,-81.067604,1,1,1,(Car),0,AZ,33.494096,-111.922881,0,600,2304,1,100.0%
41008127,BWT Group LLC,1,FL,27.917755,-82.124587,1,1,1,(Car),0,AZ,33.560513,-111.885972,0,550,1034,1,98.3%
41334174,"American Car Transporters, Inc",1,FL,27.099079,-82.138576,2,2,1,(2 SUV),0,AZ,33.651330,-112.376444,0,1050,1643,1,99.9%
41334177,"American Car Transporters, Inc",1,FL,27.099079,-82.138576,1,1,1,(Motorcycle),0,AZ,33.651330,-112.376444,0,800,1643,1,99.9%
41465107,Car Delivery USA Inc,1,FL,27.931749,-82.739553,2,2,1,(2 Car),0,AZ,33.609725,-112.439734,0,1000,2015,1,99.6%
41437857,Nationwide Transport Services LLC,1,FL,25.977272,-80.150346,1,1,1,(SUV),0,AZ,33.393896,-111.929062,0,650,3521,1,100.0%
41370263,Dynamic Auto Movers LLC,1,FL,28.149498,-80.644461,1,1,1,(Car),0,AZ,33.401391,-111.931622,0,650,1230,1,100.0%
41464918,A & A Auto Carrier INC (prev. Fast Way Aut...,0,FL,25.773900,-80.193700,1,1,1,(Pickup),0,AZ,32.204030,-110.946645,0,850,207,1,100.0%
41483985,Montway Inc- Relocation,1,FL,26.252183,-80.209765,1,1,1,(SUV),0,AZ,32.272493,-110.748308,0,500,257,1,100.0%
41095042,ShipYourCarNow LLC,0,FL,27.947300,-82.458800,1,1,1,(SUV),0,AZ,32.175636,-110.796666,0,700,3259,1,99.8%
41476006,ALSTG Inc.,1,FL,29.299226,-81.186502,1,1,1,(SUV),0,AZ,32.707432,-114.680091,0,600,12,1,100.0%
41489219,1Flat-Rate LLC,1,GA,33.781290,-85.291924,1,1,1,(Car),0,AZ,33.364632,-111.747279,0,500,944,1,99.8%
41402845,AAA Transporters,1,GA,33.394116,-84.637826,1,1,1,(Car),0,AZ,33.370118,-112.405908,0,589.11,1499,1,99.6%
41325011,Olympus Xclusive Transporters LLC,1,GA,32.396006,-84.822670,1,1,1,(Car),0,AZ,31.492661,-111.050018,0,550,66,1,100.0%
41343541,Heartland Auto Shippers,1,GA,33.752880,-84.392426,1,1,1,(Car),0,AZ,33.463340,-111.984771,0,550,404,1,100.0%
41472260,Alpha & Omega Shipping Inc.,0,GA,33.741220,-84.097555,1,1,1,(Car),0,AZ,33.448446,-111.973861,0,500,8,1,100.0%
41481877,Auto Shipping Group Inc.,1,GA,34.033302,-84.597721,1,1,1,(Car),0,AZ,33.303086,-112.108096,0,600,950,1,99.5%
41473803,NWA,1,GA,34.127756,-84.575753,1,1,1,(Other),0,AZ,34.655971,-112.304724,0,500,223,1,99.6%
41470831,Car Delivery USA Inc,1,IA,42.024733,-91.661330,1,1,1,(Pickup),0,AZ,33.509136,-112.124650,0,550,2015,1,99.6%
41091232,Auto Shipping Group Inc.,1,IA,40.706642,-92.925273,1,1,1,(SUV),0,AZ,33.421242,-112.272442,0,600,950,1,99.5%
